req_no	thread_id	answer_title	answer_author	work_id	work_title	work_author	readinglog_count	first_publish_year
208	19315380	O Ye Jigs & Juleps!	Virginia Cary Hudson	https://openlibrary.org/works/OL4969724W	O ye jigs & juleps!	Virginia Cary Hudson	0	1962.0
209	19317265	House Rules	Clare Coulson	https://openlibrary.org/works/OL35665481W	House Rules		0	
210	19326684	I Love Rock 'n' Roll (Except When I Hate It): Extremely Important Stuff About the Songs and Bands You Love, Hate, Love to Hate , and Hate to Love		https://openlibrary.org/works/OL15921629W	I love rock 'n' roll (except when I hate it)	Brian Boone	0	2011.0
211	19338484	Dark War Volume 1		https://openlibrary.org/works/OL8193465W	A Tale of Two Cities	Charles Dickens	1396	1800.0
212	19340484	Once Upon a Time Felt	Aline Gehrke not found on LibraryThing				0	
213	19355291	How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines	Thomas C. Foster	https://openlibrary.org/works/OL3457506W	How to read literature like a professor	Thomas C. Foster	114	2002.0
214	19362485	2010: Living In The Future	Geoffrey Hoyle	https://openlibrary.org/works/OL7202408W	2010: living in the future	Geoffrey Hoyle	0	1974.0
215	19366870	Gloryland		https://openlibrary.org/works/OL21024927W	Gloryland	Shelton Johnson	0	2010.0
216	19368817	Alicia: My Story		https://openlibrary.org/works/OL15176789W	Alicia My Story	Alicia Appleman-Jurman	0	1988.0
217	19374153	Lizzie Borden: The Untold Story 		https://openlibrary.org/works/OL183612W	Lizzie Borden	Edward D. Radin	8	1961.0
218	19386340	Free Spirit: Growing Up On the Road and Off the Grid	Joshua Safran	https://openlibrary.org/works/OL17378943W	Free Spirit Growing Up On The Road And Off The Grid	Joshua Safran	4	2013.0
219	19412224	Escape From Russia		https://openlibrary.org/works/OL36077920W	Escape from Russia	Block, Bert, Jr.	0	2016.0
220	19450451	Indian Creek Chronicles: A Winter Alone in the Wilderness	Pete Fromm	https://openlibrary.org/works/OL18001W	Indian Creek Chronicles	Pete Fromm	4	1993.0
221	19453123	Half Broke Horses	Jeannette Walls	https://openlibrary.org/works/OL46759W	Half broke horses	Jeannette Walls; Jeanette walls	40	2009.0
222	19453251	How to Be a Little Sod	Simon Brett	https://openlibrary.org/works/OL8475368W	Not Another Little Sod (How to Be a Little Sod)	Simon Brett	0	1997.0
223	19454646	No Language But a Cry	Richard Anthony D'Ambrosio	https://openlibrary.org/works/OL6799011W	No language but a cry	Richard Anthony D'Ambrosio	1	1970.0
224	19455038	Out of a Nightmare: Woman's Struggle Against Alcoholism	Joan A. not found on LibraryThing	https://openlibrary.org/works/OL12128501W	Out of a nightmare	Joan A.	0	1996.0
225	19457208	Free Spirit: Growing Up On the Road and Off the Grid	Joshua Safran	https://openlibrary.org/works/OL17378943W	Free Spirit Growing Up On The Road And Off The Grid	Joshua Safran	4	2013.0
226	19465782	Even Silence Has an End: My Six Years of Captivity in the Colombian Jungle	Ingrid Betancourt	https://openlibrary.org/works/OL19848685W	Even Silence Has an End	Ingrid Betancourt	1	2010.0
227	19473580	Things You Get For Free		https://openlibrary.org/works/OL21222419W	Things You Get for Free	Michael McGirr	0	2001.0
228	19474838	Cereus Blooms at Night 		https://openlibrary.org/works/OL1888842W	Cereus blooms at night	Shani Mootoo	87	1996.0
230	19479914	Unclaimed		https://openlibrary.org/works/OL17745355W	The Unclaimed Baby	Melanie Milburne	39	2011.0
232	19524838	On top of the world	Lesley Rowlands	https://openlibrary.org/works/OL164651W	On top of the world	Lesley Rowlands	0	1961.0
233	19525280	Unsuitable for Ladies: An Anthology of Women Travellers	Jane Robinson (Editor) solved by OP	https://openlibrary.org/works/OL16094566W	Unsuitable for ladies	Jane Robinson	1	1995.0
234	19531517	Miracle at Midway		https://openlibrary.org/works/OL1544243W	Miracle at Midway	Gordon William Prange	6	1982.0
235	19532227	Patchwork Clan: How the Sweeney Family Grew	Doris Herold Lund	https://openlibrary.org/works/OL6447450W	Patchwork clan	Doris Herold Lund	2	1982.0
236	19536510	Maude (1883-1993): She Grew Up With the Country	Mardo Williams	https://openlibrary.org/works/OL14867900W	Maude (1883-1993)	Mardo Williams	1	1996.0
237	19541080	Lost in the Wild: Danger and Survival in the North Woods	Cary J. Griffith	https://openlibrary.org/works/OL8704404W	Lost in the Wild	Cary J Griffith	4	2006.0
238	19550079	Dog Years: A Memoir (P.S.)	Mark Doty	https://openlibrary.org/works/OL14857183W	Dog Years	Mark Doty	13	2007.0
239	19550286	Uncle Whiskers	Philip Brown	https://openlibrary.org/works/OL29308945W	Uncle Whiskers	Philip Brown	0	1974.0
240	19566834	Idiot Brain: What Your Head Is Really Up To	Dean Burnett	https://openlibrary.org/works/OL20033486W	Idiot brain	Dean Burnett	25	2016.0
241	19572794	 Cultivating Delight: A Natural History of My Garden	Diane Ackerman	https://openlibrary.org/works/OL12899W	Cultivating Delight	Diane Ackerman	10	2001.0
242	19574155	Betty Crocker's New Boys and Girls Cook book 		https://openlibrary.org/works/OL15030451W	Betty Crocker's new boys' and girls' cookbook	Betty Crocker	1	1965.0
243	19574157	Stop Walking on Eggshells: Taking Your Life Back When Someone You Care about Has Borderline Personality Disorder	Paul T. Mason	https://openlibrary.org/works/OL11016744W	Stop walking on eggshells	Paul T. Mason	14	1998.0
244	19578237	Soft & Cuddly Toys		https://openlibrary.org/works/OL5000505W	Soft & cuddly toys	Robin Tarnoff	1	1987.0
245	19579014	#ANOTE2SELF Meditation Journal	Alexandra Elle	https://openlibrary.org/works/OL28169888W	#ANOTE2SELF Meditation Journal	Alexandra Elle; Laura Pol	0	2015.0
246	19580471	Weedmonkey 		https://openlibrary.org/works/OL39896621W	Weedmonkey	Lisa V. Proulx	0	2013.0
247	19584647	Eat More Dessert: More than 100 Simple-to-Make & Fun-to-Eat Baked Goods From the Baker to the Stars	Jenny Keller	https://openlibrary.org/works/OL19980649W	Eat more dessert	Jenny Keller	0	2014.0
248	19585004	Freakonomics: A Rogue Economist Explores the Hidden Side of Everything	Steven D. Levitt and Stephen J. Dubner	https://openlibrary.org/works/OL278022W	Freakonomics	Steven D. Levitt; Stephen J. Dubner; Andrea Montero Cusset	1292	2005.0
249	19585878	An Innocent, a Broad 		https://openlibrary.org/works/OL6034666W	An Innocent, a Broad	Ann Leary	0	2004.0
250	19586662	The Book of Life		https://openlibrary.org/works/OL7095112W	The book of tea	Okakura Kakuzo	198	1900.0
251	19588306	What Does This Button Do?: An Autobiography 		https://openlibrary.org/works/OL20596782W	What Does This Button Do?	Bruce Dickinson	2	2017.0
252	19596637	Without Reservations		https://openlibrary.org/works/OL3935152W	Without reserve	Richard Harton	0	1994.0
253	19598184	The Power of the Pendulum		https://openlibrary.org/works/OL4191419W	The power of the pendulum	Lethbridge, Christopher.	3	1976.0
254	19602764	Create Your Own Graphic Novel Using Digital Techniques	Mike Chinn	https://openlibrary.org/works/OL18810447W	Create your own graphic novel using digital techniques	Mike Chinn; Chris McLoughlin	3	2006.0
255	19604312	At Home in France: Tales of an American and Her House Abroad	Ann Barry	https://openlibrary.org/works/OL2952174W	At home in France	Ann Barry	0	1996.0
256	19608397	Encyclopedia of Things That Never Were: Creatures, Places, and People	Michael F. Page	https://openlibrary.org/works/OL4175253W	Encyclopedia of things that never were	Michael F. Page	44	1985.0
257	19608754	The Return of the Theorists: Dialogues with Great Thinkers in International Relations	Richard Ned Lebow	https://openlibrary.org/works/OL20796485W	The Return of the Theorists	Richard Ned Lebow; Peer Schouten; Hidemi Suganami	0	2016.0
258	19611565	Ambivalence: Adventures in Israel and Palestine	Jonathan Garfinkel	https://openlibrary.org/works/OL8604734W	Ambivalence	Jonathan Garfinkel	0	2007.0
259	19617976	Flash Boys: A Wall Street Revolt	Michael Lewis	https://openlibrary.org/works/OL16816775W	Flash Boys	Michael Lewis	100	2014.0
261	19621533	Tongue First: Adventures in Physical Culture	Emily Jenkins	https://openlibrary.org/works/OL2750781W	Tongue first	Emily Jenkins	1	1998.0
262	19624317	Here's How	Joanne Schreiber (editor)	https://openlibrary.org/works/OL16052440W	Here's how	Joanne Schreiber	2	1967.0
263	19625973	Bright Valley of Love		https://openlibrary.org/works/OL25462490W	Bright Valley of Love	Edna Hong	0	2021.0
264	19633251	The Supper of the Lamb: A Culinary Reflection	Robert Farrar Capon	https://openlibrary.org/works/OL2726444W	The Supper of the Lamb...a Culinary Reflection	Robert Farrar Capon	14	1969.0
265	19638601	A Reader's Book of Days	Tom Nissley aka A Reader's Book of Days: True Tales from the Lives and Works of Writers for Every Day of the Year				0	
266	19644580	Scream at the Sky: Five Texas Murders and One Man's Crusade for Justice	Carlton Stowers	https://openlibrary.org/works/OL2722164W	Scream at the Sky	Carlton Stowers	7	2003.0
267	19650101	Johnny	Owenita Sanderlin	https://openlibrary.org/works/OL6573874W	Johnny	Owenita Sanderlin	0	1963.0
268	19655008	The Sex Lives of Cannibals: Adrift in the Equatorial Pacific	J. Maarten Troost	https://openlibrary.org/works/OL5724713W	The Sex Lives of Cannibals	J. Maarten Troost	31	2004.0
269	19656758	Travels in West Africa		https://openlibrary.org/works/OL28345059W	Travels in West Africa	Mary Kingsley	1	2011.0
270	19657773	Rob's Place	John Rowe Townsend	https://openlibrary.org/works/OL2789493W	Rob's place	John Rowe Townsend	1	1987.0
271	19658483	A Thousand Days in Venice	Marlena de Blasi aka  A Thousand Days in Venice: An Unexpected Romance	https://openlibrary.org/works/OL2659412W	A thousand days in Venice	Marlena De Blasi	4	2002.0
272	19672131	Let's Explore Diabetes with Owls	David Sedaris	https://openlibrary.org/works/OL16921842W	Let's Explore Diabetes with Owls	David Sedaris	69	1960.0
273	19705000	Getting It Wrong: Ten of the Greatest Misreported Stories in American Journalism	W. Joseph Campbell	https://openlibrary.org/works/OL18766139W	Getting it wrong	W. Joseph Campbell	4	2010.0
274	19705250	Back to Our Future: How the 1980s Explain the World We Live in Now--Our Culture, Our Politics, Our Everything	David Sirota	https://openlibrary.org/works/OL15998941W	Back to our future	David Sirota	2	2011.0
275	19706985	My Zoo Family		https://openlibrary.org/works/OL7489835W	My zoo family	Helen Martini	1	1955.0
276	19717256	Go Toward the Light 		https://openlibrary.org/works/OL4988216W	Go toward the light	Chris Oyler; Laurie Becklund; Beth Polson	9	1988.0
277	19720509	Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx		https://openlibrary.org/works/OL15844775W	Random family	Adrian Nicole LeBlanc	72	2003.0
278	19738445	Napoleon's Privates: 2,500 Years of History Unzipped	Tony Perrottet aka Napoleon's Privates	https://openlibrary.org/works/OL27428389W	Napoleon's Privates	Tony Perrottet	0	2008.0
279	19746906	A Rose at Midnight		https://openlibrary.org/works/OL5686993W	A Rose at Midnight	Jacqueline Navin	8	1999.0
280	19752056	Women of Courage	Dorothy Nathan	https://openlibrary.org/works/OL184622W	Women of courage	Dorothy Nathan	1	1964.0
281	19756876	Queer and Loathing: Rants and Raves of a Raging AIDS Clone	David B. Feinberg	https://openlibrary.org/works/OL7975166W	Queer and Loathing	David B. Feinberg	0	1995.0
282	19757679	Seven American Deaths and Disasters	Kenneth Goldsmith	https://openlibrary.org/works/OL17582186W	Seven American Deaths And Disasters	Kenneth Goldsmith	4	2013.0
283	19758633	One Was Left Alive	Jenny Tripp	https://openlibrary.org/works/OL6566265W	One Was Left Alive	Jenny Tripp	0	1940.0
284	19776893	Tough Chauncey		https://openlibrary.org/works/OL3918124W	Tough Chauncey	Doris Buchanan Smith	2	1974.0
285	19777426	House		https://openlibrary.org/works/OL14868510W	Bleak House	Charles Dickens	217	1850.0
286	19779599	Murder in Santa Barbara	Dean C. Ferraro	https://openlibrary.org/works/OL26051442W	Murder in Santa Barbara	Dean C. Ferraro	0	2021.0
287	19781333	Spirit of the Vikings : A Journey in the Kayak Baha'i Viking from Arkosund, Sweden, to Odessa, Ukraine	David Renwick Grant not found on LibraryThing				0	
288	19788667	The Anatomy of Hope: How People Prevail in the Face of Illness	Jerome Groopman	https://openlibrary.org/works/OL7976338W	The Anatomy of Hope	Jerome Groopman	6	2003.0
289	19804429	The GI Generation: A Memoir	Frank F. Mathias				0	
290	19806911	Two Lives	Vikram Seth	https://openlibrary.org/works/OL11928W	Two lives	Vikram Seth	10	2005.0
291	19811746	Selling Yourself: The Way to a Better Job		https://openlibrary.org/works/OL6551890W	Selling yourself	William R. Jeffers	0	1979.0
292	19818602	Stuff You Should Have Learned At School 		https://openlibrary.org/works/OL15411680W	Stuff you should have learned at school	Michael Powell	4	2004.0
293	19832822	The Year of Reading Dangerously: How Fifty Great Books (and Two Not-So-Great Ones) 		https://openlibrary.org/works/OL19990790W	The year of reading dangerously	Andy Miller	14	2014.0
294	19839093	The Day I Went Missing		https://openlibrary.org/works/OL5740725W	The Day I Went Missing	Jennifer Miller	2	2002.0
295	19840678	Meaty: Essays	Samantha Irby	https://openlibrary.org/works/OL19972546W	Meaty	Samantha Irby	5	2013.0
296	19841725	At Least in the City Someone Would Hear Me Scream: Misadventures in Search of the Simple Life	Wade Rouse	https://openlibrary.org/works/OL15449618W	At least in the city someone would hear me scream	Wade Rouse	0	2010.0
297	19846881	Dressing the Bride	Larry Goldman	https://openlibrary.org/works/OL4290713W	Dressing the bride	Larry Goldman	0	1993.0
298	19847693	What Technology Wants		https://openlibrary.org/works/OL16327712W	What technology wants	Kevin Kelly	94	2010.0
299	19848831	Borrowed Time: An AIDS Memoir	Paul Monette	https://openlibrary.org/works/OL658340W	Borrowed Time	Paul Monette	39	1988.0
300	19859868	Drinking the Rain: A Memoir		https://openlibrary.org/works/OL1687119W	Drinking the rain	Alix Kates Shulman	3	1995.0
301	19864202	Up Pohnpei: A Quest to Reclaim the Soul of Football by Leading the World's Ultimate Underdogs to Glory	Paul Watson	https://openlibrary.org/works/OL17466309W	Up Pohnpei A Quest To Reclaim The Soul Of Football By Leading The Worlds Ultimate Underdogs To Glory	Paul Watson	0	2013.0
302	19866273	Bad Companions	William Roughead	https://openlibrary.org/works/OL37892471W	Bad companions,		0	
303	19877152	Space Puzzles		https://openlibrary.org/works/OL30432218W	Coloring Book	Donald Nguyen	88	2019.0
304	19923022	Light Is the New Black: A Guide to Answering Your Soul's Callings and Working Your Light		https://openlibrary.org/works/OL21097204W	Light Is the New Black	Rebecca Campbell	9	2015.0
